Rank,Movie,Release,Distributor,Genre,2019 Gross,Tickets Sold
300,En Brazos de un Asesino,12/6/2019,Lionsgate,Thriller/Suspense,"$425,332 ","46,433"
301,Hail Satan?,4/17/2019,Magnolia Pictures,Documentary,"$424,284 ","46,319"
302,Ash is Purest White,3/15/2019,Cohen Media Group,Drama,"$414,578 ","45,259"
303,Union,8/2/2019,Indican Pictures,Drama,"$413,656 ","45,158"
304,The Invisibles,1/25/2019,Greenwich,Documentary,"$408,397 ","44,584"
305,Monos,9/13/2019,Neon,Thriller/Suspense,"$406,473 ","44,374"
306,The Nightingale,8/2/2019,IFC Films,Drama,"$400,741 ","43,749"
307,Mia and the White Lion,4/12/2019,Ledafilms,Drama,"$400,498 ","43,722"
308,The Man Who Killed Don Quixote,4/10/2019,Fathom Events,Drama,"$391,963 ","42,790"
309,The Wedding Guest,3/1/2019,IFC Films,Thriller/Suspense,"$386,166 ","42,157"
310,The Cure: Anniversary 1978-…,7/11/2019,Trafalgar Releasing,Concert/Perfor…,"$378,405 ","41,310"
311,The Hummingbird Project,3/15/2019,The Orchard,Drama,"$371,784 ","40,587"
312,Matthias & Maxime,10/9/2019,Self Distributed,Drama,"$365,918 ","39,947"
313,The Tomorrow Man,5/22/2019,Bleecker Street,Drama,"$354,103 ","38,657"
314,"Cyrano, My Love",10/18/2019,Roadside Attractions,Comedy,"$351,019 ","38,320"
315,Photograph,5/17/2019,Amazon Studios,Drama,"$344,534 ","37,612"
316,Diane,3/29/2019,IFC Films,Drama,"$339,838 ","37,100"
317,Sword of Trust,7/12/2019,IFC Films,Drama,"$322,598 ","35,218"
318,Lucy in the Sky,10/4/2019,Fox Searchlight,Drama,"$319,976 ","34,931"
320,Out of Liberty,9/13/2019,Purdie Distribution,Western,"$317,217 ","34,630"
321,Josh Groban Bridges from Ma…,2/12/2019,Trafalgar Releasing,Concert/Perfor…,"$315,173 ","34,407"
322,K-12,9/5/2019,Abramorama Films,Musical,"$303,230 ","33,103"
323,Aquarela,8/16/2019,Sony Pictures Cla…,Documentary,"$301,429 ","32,907"
324,63 Up,11/27/2019,BritBox,Documentary,"$299,745 ","32,723"
325,Ask Dr. Ruth,5/3/2019,Magnolia Pictures,Documentary,"$297,195 ","32,444"
326,Line Walker 2: Invisible Spy,8/16/2019,Well Go USA,Action,"$296,751 ","32,396"
327,Killerman,8/30/2019,Blue Fox Entertai…,Action,"$291,477 ","31,820"
328,The Bravest,8/9/2019,Sony Pictures,Drama,"$290,217 ","31,683"
329,Khalid: Free Spirit,3/29/2019,Trafalgar Releasing,Documentary,"$284,229 ","31,029"
330,Mike Wallace is Here,7/26/2019,Magnolia Pictures,Documentary,"$281,245 ","30,703"
331,Freaks,9/13/2019,Well Go USA,Thriller/Suspense,"$276,591 ","30,195"
332,Just Mercy,12/25/2019,Warner Bros.,Drama,"$267,881 ","29,245"
334,Her Smell,4/12/2019,Gunpowder & Sky,Drama,"$255,599 ","27,903"
335,One Child Nation,8/9/2019,Amazon Studios,Documentary,"$252,734 ","27,591"
336,I Got The Hook-Up 2,7/12/2019,RLJ Entertainment,Comedy,"$252,293 ","27,542"
337,Lords of Chaos,2/8/2019,Gunpowder & Sky,Thriller/Suspense,"$252,245 ","27,537"
338,Canal Street,1/18/2019,Smith Global Media,Drama,"$251,917 ","27,501"
339,Meeting Gorbachev,5/3/2019,1091 Media,Documentary,"$251,837 ","27,493"
341,311: Enlarged to Show Detail 3,3/11/2019,Trafalgar Releasing,Concert/Perfor…,"$238,791 ","26,068"
342,Give Me Liberty,8/23/2019,Music Box Films,Comedy,"$238,600 ","26,048"
343,American Woman,6/14/2019,Roadside Attractions,Drama,"$236,637 ","25,833"
344,Ashfall,12/20/2019,CJ Entertainment,Action,"$236,183 ","25,784"
345,Pagalpanti,11/22/2019,Eros Entertainment,Comedy,"$227,714 ","24,859"
346,First Love,9/27/2019,Well Go USA,Drama,"$219,680 ","23,982"
347,"The Gangster, The Cop, The …",6/7/2019,Well Go USA,Action,"$216,494 ","23,634"
348,"Faith, Hope & Love",3/15/2019,ArtAffects,Romantic Comedy,"$209,990 ","22,924"
349,Master Z: Ip Man Legacy,4/12/2019,Well Go USA,Action,"$209,454 ","22,866"
350,Play the Flute,1/28/2019,Five & Two Pictures,Drama,"$207,663 ","22,671"
351,The Iron Orchard,2/22/2019,Santa Rita Film Co,Drama,"$204,881 ","22,366"
352,Hesburgh,4/26/2019,O’Malley Creadon …,Documentary,"$204,709 ","22,348"
353,Chasing the Dragon 2: Wild …,6/7/2019,Well Go USA,Action,"$196,634 ","21,466"
354,Family,4/19/2019,Film Arcade,Drama,"$196,322 ","21,432"
356,Synonyms,10/25/2019,Kino Lorber,Drama,"$186,482 ","20,358"
357,The Song of Names,12/25/2019,Sony Pictures Cla…,Drama,"$186,005 ","20,306"
358,To Dust,2/8/2019,Good Deed Enterta…,Drama,"$184,495 ","20,141"
360,Modest Heroes,1/10/2019,GKIDS,Adventure,"$178,027 ","19,435"
361,The Warrior Queen of Jhansi,11/15/2019,Roadside Attractions,Drama,"$177,437 ","19,370"
363,India’s Most Wanted,5/24/2019,FIP,Thriller/Suspense,"$176,858 ","19,307"
364,"Iyengar: The Man, Yoga, The…",4/12/2019,Kino Lorber,Documentary,"$176,387 ","19,256"
365,Tigers Are Not Afraid,8/21/2019,Variance Films,Horror,"$175,559 ","19,165"
366,Frankie,10/25/2019,Sony Pictures Cla…,Drama,"$167,169 ","18,249"
367,The Bad Guys: Reign of Chaos,9/13/2019,CJ Entertainment,Drama,"$166,971 ","18,228"
368,Sunset,3/22/2019,Sony Pictures Cla…,Drama,"$164,717 ","17,982"
369,Them That Follow,8/2/2019,1091 Media,Thriller/Suspense,"$159,218 ","17,381"
370,Money,3/21/2019,CJ Entertainment,Drama,"$155,732 ","17,001"
372,Halston,5/24/2019,1091 Media,Documentary,"$151,991 ","16,592"
373,Peterloo,4/5/2019,Amazon Studios,Drama,"$151,971 ","16,590"
374,Jay Myself,7/31/2019,Oscilloscope Pict…,Documentary,"$151,331 ","16,520"
375,Before You Know It,8/30/2019,1091 Media,Comedy,"$151,307 ","16,518"
376,The River and the Wall,5/3/2019,Gravitas Ventures,Documentary,"$150,816 ","16,464"
377,The Whistleblower,12/6/2019,CMC Pictures,Action,"$150,481 ","16,428"
378,Little Woods,4/19/2019,Neon,Western,"$150,010 ","16,376"
379,Hampstead,6/14/2019,IFC Films,Drama,"$148,636 ","16,226"
381,Trial by Fire,5/17/2019,Roadside Attractions,Drama,"$148,504 ","16,212"
382,Dogman,4/12/2019,Magnolia Pictures,Thriller/Suspense,"$148,225 ","16,181"
384,Framing John DeLorean,6/7/2019,Sundance Selects,Documentary,"$145,626 ","15,898"
386,Who Will Write Our History,1/18/2019,Abramorama Films,Documentary,"$138,039 ","15,069"
387,Rafiki,4/19/2019,Film Movement,Drama,"$137,968 ","15,062"
389,The Other Story,6/28/2019,Strand,Drama,"$134,962 ","14,733"
390,Okko’s Inn,4/22/2019,GKIDS,Adventure,"$134,787 ","14,714"
391,Palau the Movie,4/4/2019,Trafalgar Releasing,Drama,"$134,696 ","14,704"
394,Peppa Celebrates Chinese Ne…,2/6/2019,STX Entertainment,Adventure,"$131,225 ","14,325"
395,Mister America,10/9/2019,Magnolia Pictures,Comedy,"$130,897 ","14,290"
396,The Zoya Factor,9/20/2019,FIP,Romantic Comedy,"$128,831 ","14,064"
399,Mary Magdalene,4/12/2019,IFC Films,Drama,"$124,958 ","13,641"
400,A Tuba to Cuba,2/15/2019,Blue Fox Entertai…,Documentary,"$121,772 ","13,293"
401,Free Trip to Egypt,6/12/2019,Fathom Events,Documentary,"$120,780 ","13,185"
402,"Ruben Brandt, Collector",2/15/2019,Sony Pictures Cla…,Drama,"$117,963 ","12,878"
403,Branagh Theatre Live: The W…,12/4/2019,Trafalgar Releasing,Drama,"$116,877 ","12,759"
404,The Kingmaker,11/8/2019,Greenwich,Documentary,"$115,253 ","12,582"
405,Be Natural: The Untold Stor…,4/19/2019,Zeitgeist,Documentary,"$114,238 ","12,471"
406,Police Story/Police Story 2…,2/1/2019,Janus Films,Action,"$113,224 ","12,360"
407,Babylon (1980),3/8/2019,Self Distributed,Drama,"$109,749 ","11,981"
408,Varda by Agnes,11/22/2019,Janus Films,Documentary,"$107,631 ","11,750"
409,The Brink,3/29/2019,Magnolia Pictures,Documentary,"$106,059 ","11,578"
410,Cold Case Hammarskjold,8/16/2019,Magnolia Pictures,Documentary,"$104,965 ","11,459"
412,Miss & Mrs. Cops,5/10/2019,CJ Entertainment,Comedy,"$103,935 ","11,346"
413,The Divine Fury,8/16/2019,Well Go USA,Action,"$102,982 ","11,242"
414,Cunningham,12/13/2019,Magnolia Pictures,Documentary,"$102,082 ","11,144"
416,The Reports on Sarah and Sa…,6/12/2019,Dada Films,Drama,"$99,958 ","10,912"
417,Walking on Water,5/17/2019,Kino Lorber,Documentary,"$98,358 ","10,737"
418,Tazza: One Eyed Jack,9/20/2019,Well Go USA,Drama,"$97,655 ","10,661"
419,Rojo,7/12/2019,Distrib Films,Drama,"$94,757 ","10,344"
420,The Image Book,1/25/2019,Kino Lorber,Drama,"$93,950 ","10,256"
421,Always Miss You,5/3/2019,China Lion Film D…,Drama,"$91,884 ","10,031"
422,Loopers: The Caddie’s Long …,6/7/2019,Gravitas Ventures,Documentary,"$90,679 ","9,899"
423,My Dear Liar,11/8/2019,CMC Pictures,Drama,"$90,545 ","9,884"
425,The Lumber Baron,5/24/2019,Indican Pictures,Drama,"$87,881 ","9,593"
426,The Chambermaid,6/26/2019,Kino Lorber,Drama,"$86,961 ","9,493"
427,ECCO,8/9/2019,Citadel,Thriller/Suspense,"$86,858 ","9,482"
428,Sonchiriya,3/1/2019,PackYourBag Films,Action,"$86,765 ","9,472"
429,Ramen Shop,3/22/2019,Strand,Drama,"$86,060 ","9,395"
430,The Third Wife,5/15/2019,Film Movement,Drama,"$84,933 ","9,272"
431,Papi Chulo,6/7/2019,Blue Fox Entertai…,Comedy,"$84,703 ","9,247"
432,Woodstock: Three Days That …,5/24/2019,Self Distributed,Documentary,"$84,440 ","9,218"
433,High Strung: Free Dance,10/11/2019,GVN Releasing,Drama,"$83,891 ","9,158"
436,Ms. Purple,9/6/2019,Oscilloscope Pict…,Drama,"$80,657 ","8,805"
437,Mayday Life,5/31/2019,China Lion Film D…,Concert/Perfor…,"$78,966 ","8,620"
440,The Heiresses,1/16/2019,Distrib Films,Drama,"$78,473 ","8,566"
441,A Faithful Man,7/19/2019,Kino Lorber,Romantic Comedy,"$77,776 ","8,490"
442,Fast Color,4/19/2019,Lionsgate,Thriller/Suspense,"$76,916 ","8,396"
443,Clemency,12/27/2019,Neon,Drama,"$76,373 ","8,337"
444,Triple Threat,3/19/2019,Well Go USA,Thriller/Suspense,"$76,289 ","8,328"
445,Savage,5/3/2019,Well Go USA,Thriller/Suspense,"$74,491 ","8,132"
448,Storm Boy,4/5/2019,Good Deed Enterta…,Adventure,"$71,760 ","7,834"
449,3 Faces,3/8/2019,Kino Lorber,Drama,"$71,613 ","7,818"
450,Cliffs of Freedom,3/1/2019,Round Hill Media,Drama,"$71,609 ","7,817"
451,The Battle of Jangsari,10/4/2019,Well Go USA,Drama,"$71,146 ","7,767"
452,Styx,2/27/2019,Film Movement,Drama,"$70,794 ","7,728"
453,Edie,9/6/2019,Music Box Films,Drama,"$70,138 ","7,656"
454,Diamantino,5/24/2019,Kino Lorber,,"$70,088 ","7,651"
455,The Divine Move 2: The Wrat…,11/15/2019,CJ Entertainment,Action,"$67,578 ","7,377"
456,Being Frank,6/14/2019,Film Arcade,Comedy,"$67,343 ","7,351"
458,Working Woman,3/27/2019,Zeitgeist,Drama,"$64,764 ","7,070"
459,Vita & Virginia,8/23/2019,IFC Films,Drama,"$62,350 ","6,806"
460,By the Grace of God,10/18/2019,Music Box Films,Drama,"$61,079 ","6,668"
461,The Mountain,7/26/2019,Kino Lorber,Black Comedy,"$61,035 ","6,663"
462,Wild,4/10/2019,Strand,Drama,"$60,568 ","6,612"
463,Greener Grass,10/18/2019,IFC Films,Comedy,"$57,384 ","6,264"
464,Mickey and the Bear,11/15/2019,Self Distributed,Drama,"$57,188 ","6,243"
465,Invisible Life,12/20/2019,Amazon Studios,Drama,"$53,783 ","5,871"
466,Making Waves: The Art of Ci…,10/25/2019,Matson,Documentary,"$53,144 ","5,801"
467,One Cut of the Dead,9/13/2019,Shudder,Horror,"$52,406 ","5,721"
468,End of the Century,8/16/2019,Cinema Guild,Drama,"$51,212 ","5,590"
469,Charlie Says,5/10/2019,IFC Films,Drama,"$51,044 ","5,572"
470,Mojin: The Worm Valley,1/4/2019,Well Go USA,Action,"$50,933 ","5,560"
472,Ophelia,6/28/2019,IFC Films,Drama,"$50,722 ","5,537"
473,Clinton Road,6/14/2019,Nocturnal Features,Horror,"$50,400 ","5,502"
474,American Dharma,11/1/2019,Utopia,Documentary,"$50,250 ","5,485"
475,"Love, Antosha",8/2/2019,Lurker Films,Documentary,"$50,168 ","5,476"
476,The Bounty Killer,1/25/2019,Indican Pictures,Western,"$48,815 ","5,329"
477,The Queen,6/27/2019,Kino Lorber,Documentary,"$47,818 ","5,220"
478,Under The Silver Lake,4/19/2019,A24,Thriller/Suspense,"$46,083 ","5,030"
479,High on the Hog,4/19/2019,Indican Pictures,Action,"$45,599 ","4,978"
480,The Proposal,5/24/2019,Oscilloscope Pict…,Documentary,"$45,149 ","4,928"
481,The Cave,10/18/2019,National Geograph…,Documentary,"$45,096 ","4,923"
482,What is Democracy,1/16/2019,Zeitgeist,Documentary,"$44,502 ","4,858"
484,Carmine Street Guitars,4/24/2019,Abramorama Films,Documentary,"$44,253 ","4,831"
485,For Sama,7/26/2019,PBS Distribution,Documentary,"$43,796 ","4,781"
486,Fagara,9/13/2019,China Lion Film D…,Drama,"$43,262 ","4,722"
487,Immortal Hero,10/18/2019,Freestyle Releasing,Drama,"$43,059 ","4,700"
488,Midnight Traveler,9/18/2019,Oscilloscope Pict…,Documentary,"$41,265 ","4,504"
489,Aniara,5/17/2019,Magnolia Pictures,Drama,"$40,124 ","4,380"
490,Saint Judy,3/1/2019,Blue Fox Entertai…,Drama,"$39,275 ","4,287"
491,Zilla and Zoe,5/17/2019,Indican Pictures,Comedy,"$39,003 ","4,257"
492,Shed of the Dead,5/17/2019,Indican Pictures,Comedy,"$38,699 ","4,224"
494,Britt-Marie Was Here,9/20/2019,Cohen Media Group,Comedy,"$37,127 ","4,053"
495,The Quiet One,6/21/2019,IFC Films,Documentary,"$37,012 ","4,040"
496,Recorder: The Marion Stokes…,11/15/2019,Zeitgeist,Documentary,"$36,523 ","3,987"
497,The Sower,3/1/2019,Film Movement,Drama,"$36,233 ","3,955"
498,Buñuel in the Labyrinth of …,8/16/2019,GKIDS,Drama,"$36,205 ","3,952"
499,Yardie,3/15/2019,Rialto Pictures,Drama,"$35,632 ","3,889"
500,Loro 1,9/20/2019,IFC Films,Documentary,"$35,613 ","3,887"
501,White Snake,11/15/2019,GKIDS,Drama,"$34,730 ","3,791"
502,Ága,9/4/2019,Big World Pictures,Drama,"$34,131 ","3,726"
504,Killer Unicorn,6/11/2019,Indican Pictures,Horror,"$33,901 ","3,700"
505,The Death of Dick Long,9/27/2019,A24,Black Comedy,"$33,856 ","3,696"
506,Moonlight Sonata: Deafness …,9/13/2019,Abramorama Films,Documentary,"$33,841 ","3,694"
507,The Wild Pear Tree,1/30/2019,Cinema Guild,Drama,"$33,326 ","3,638"
509,An Acceptable Loss,1/18/2019,IFC Films,Thriller/Suspense,"$32,452 ","3,542"
510,10E,9/27/2019,in8 Releasing,Comedy,"$32,413 ","3,538"
511,Desolation Center,9/13/2019,Self Distributed,Documentary,"$32,016 ","3,495"
512,Knife + Heart,3/15/2019,Altered Innocence,Thriller/Suspense,"$31,969 ","3,490"
513,Gift,10/11/2019,Matson,Documentary,"$31,588 ","3,448"
514,Memory: The Origins of Alien,10/4/2019,Screen Media Films,Documentary,"$31,378 ","3,425"
515,Pasolini,5/10/2019,Kino Lorber,Drama,"$30,757 ","3,357"
516,Sorry Angel,2/15/2019,Strand,Drama,"$30,584 ","3,338"
518,The Ground Beneath My Feet,7/26/2019,Strand,Drama,"$29,171 ","3,184"
519,The Wind,4/5/2019,IFC Midnight,Horror,"$28,611 ","3,123"
520,In the Aisles,6/14/2019,Music Box Films,Drama,"$28,394 ","3,099"
521,Kind Hearts and Coronets,11/22/2019,Rialto Pictures,Black Comedy,"$27,893 ","3,045"
522,Hotel by the River,2/15/2019,Cinema Guild,Drama,"$27,832 ","3,038"
523,"Leaving Home, Coming Home: …",5/29/2019,Greenwich,Documentary,"$27,073 ","2,955"
524,The Day Shall Come,9/27/2019,IFC Films,Comedy,"$26,972 ","2,944"
525,Wrestle,2/22/2019,Oscilloscope Pict…,Documentary,"$26,597 ","2,903"
526,Donnybrook,2/15/2019,IFC Films,Drama,"$26,284 ","2,869"
529,Chasing Einstein,9/13/2019,Atlas Distribution,Documentary,"$24,117 ","2,632"
530,The Nun (1966) (Re-Release),1/4/2019,Rialto Pictures,Drama,"$23,972 ","2,617"
532,Piranhas,8/2/2019,Music Box Films,Drama,"$23,494 ","2,564"
534,Célébration,10/2/2019,KimStim,Documentary,"$22,557 ","2,462"
536,Little Joe,12/6/2019,Magnolia Pictures,Drama,"$22,422 ","2,447"
537,Light From Light,11/1/2019,Grasshopper Film,Drama,"$22,360 ","2,441"
540,Wicked Witches,8/9/2019,Nocturnal Features,Horror,"$21,600 ","2,358"
541,Redoubt,10/30/2019,Grasshopper Film,Thriller/Suspense,"$21,556 ","2,353"
542,The Hole in the Ground,3/1/2019,A24,Horror,"$21,072 ","2,300"
543,The Gospel of Eureka,2/8/2019,Kino Lorber,Documentary,"$20,873 ","2,278"
544,The All Americans,11/8/2019,Abramorama Films,Documentary,"$20,322 ","2,218"
545,The Disappearance of my Mother,12/6/2019,Kino Lorber,Documentary,"$20,293 ","2,215"
546,The Sound of Silence,9/13/2019,IFC Films,Drama,"$20,171 ","2,202"
547,Prassthanam,9/20/2019,PackYourBag Films,Drama,"$19,984 ","2,181"
548,Midnight Family,12/6/2019,1091 Media,Documentary,"$19,983 ","2,181"
549,Tremors,11/29/2019,Film Movement,Drama,"$19,562 ","2,135"
550,Out of Blue,3/22/2019,IFC Films,Drama,"$18,779 ","2,050"
551,Scandalous: The Untold Stor…,11/15/2019,Magnolia Pictures,Documentary,"$18,759 ","2,047"
552,Before Stonewall,6/21/2019,First Run Features,Documentary,"$18,724 ","2,044"
553,Midnight Diner,9/20/2019,Well Go USA,Drama,"$18,555 ","2,025"
554,"Phoenix, Oregon",4/26/2019,Joma Films,Comedy,"$18,356 ","2,003"
557,Citizen K,11/22/2019,Greenwich,Documentary,"$17,704 ","1,932"
559,Chained for Life,9/11/2019,Kino Lorber,Black Comedy,"$17,370 ","1,896"
560,Ode to Joy,8/9/2019,IFC Films,Comedy,"$17,303 ","1,888"
561,Joseph Pulitzer: Voice of t…,3/1/2019,First Run Features,Documentary,"$16,971 ","1,852"
562,Balloon,9/6/2019,Distrib Films,Thriller/Suspense,"$16,792 ","1,833"
563,Three Peaks,6/28/2019,Greenwich,Drama,"$16,216 ","1,770"
564,Virginia Minnesota,3/1/2019,Indican Pictures,Comedy,"$16,118 ","1,759"
565,Piercing,2/1/2019,Greenwich,Horror,"$15,856 ","1,731"
566,Starfish,3/15/2019,Self Distributed,Horror,"$15,850 ","1,730"
567,Funan,6/7/2019,GKIDS,Drama,"$15,152 ","1,654"
568,Wrinkles the Clown,10/4/2019,Magnolia Pictures,Documentary,"$14,938 ","1,630"
569,ZZ Top: That Little Ol’ Ban…,8/19/2019,Abramorama Films,Documentary,"$14,879 ","1,624"
571,Our Time,6/14/2019,Monument Releasing,Drama,"$14,777 ","1,613"
572,Giant Little Ones,3/1/2019,Vertical Entertai…,Drama,"$14,500 ","1,582"
574,The Woman Who Loves Giraffes,10/4/2019,Zeitgeist,Documentary,"$14,350 ","1,566"
575,Combat Obscura,3/15/2019,Oscilloscope Pict…,Documentary,"$14,242 ","1,554"
576,Screwball,3/29/2019,Greenwich,Multiple Genres,"$13,967 ","1,524"
577,Touch Me Not,1/11/2019,Kino Lorber,Documentary,"$13,782 ","1,504"
578,This One’s For The Ladies,6/7/2019,Super LTD,Documentary,"$13,688 ","1,494"
582,Rapid Response,9/6/2019,Atlas Distribution,Documentary,"$13,262 ","1,447"
583,Hagazussa: A Heathen’s Curse,4/19/2019,Doppelganger Rele…,Horror,"$13,253 ","1,446"
584,Off Season,3/15/2019,Indican Pictures,Thriller/Suspense,"$12,544 ","1,369"
585,Sympathy For the Devil,11/27/2019,Entertainment One,Action,"$12,144 ","1,325"
586,Zen for Nothing,3/29/2019,Zeitgeist,Documentary,"$12,107 ","1,321"
587,Imprisoned,9/13/2019,Cinema Libre,Thriller/Suspense,"$12,049 ","1,315"
588,Cassandro the Exotico,7/19/2019,Film Movement,Documentary,"$11,897 ","1,298"
589,Hollywould,11/15/2019,Indican Pictures,Thriller/Suspense,"$11,888 ","1,297"
590,Stuffed,10/16/2019,Music Box Films,Documentary,"$11,683 ","1,275"
591,Yomeddine,5/31/2019,Strand,Adventure,"$11,308 ","1,234"
592,I Do Not Care If We Go Down…,7/19/2019,Big World Pictures,Black Comedy,"$11,307 ","1,234"
593,Made Me Do It,4/12/2019,Indican Pictures,Horror,"$11,151 ","1,217"
594,Ferrante Fever,3/8/2019,Greenwich,Documentary,"$11,137 ","1,215"
595,If the Dancer Dances,4/26/2019,Monument Releasing,Documentary,"$10,912 ","1,191"
596,Vision Portraits,8/9/2019,Self Distributed,Documentary,"$10,771 ","1,175"
597,Prescience,10/25/2019,Indican Pictures,Drama,"$10,606 ","1,157"
598,Suburban Birds,4/5/2019,Cinema Guild,Drama,"$10,364 ","1,131"
599,The Eyes of Orson Welles,3/15/2019,Janus Films,Documentary,"$10,252 ","1,119"
601,Shooting the Mafia,11/22/2019,Cohen Media Group,Documentary,"$9,988 ","1,090"
603,Streetwise,7/19/2019,Janus Films,Documentary,"$9,904 ","1,081"
605,Fritz Lang’s Indian Epic,9/27/2019,Film Movement,,"$9,345 ","1,020"
606,When Lambs Become Lions,11/22/2019,Oscilloscope Pict…,Documentary,"$9,337 ","1,019"
608,The Aspern Papers,1/11/2019,Cohen Media Group,Drama,"$9,277 ","1,012"
610,Cracked Up,9/13/2019,Abramorama Films,Documentary,"$9,197 ","1,004"
612,"Frantz Fanon: Black Skin, W…",3/15/2019,Film Movement,Documentary,"$9,025 ",985
613,Grass,4/19/2019,Cinema Guild,Drama,"$8,969 ",979
614,That Pärt Feeling—The Unive…,5/24/2019,Film Movement,Documentary,"$8,818 ",962
615,The Dead Center,10/11/2019,Arrow Releasing,Thriller/Suspense,"$8,320 ",908
616,This Magnificent Cake!,3/1/2019,GKIDS,,"$7,888 ",861
617,Ghost Fleet,6/7/2019,Abramorama Films,Documentary,"$7,850 ",856
618,Girls of the Sun,4/12/2019,Cohen Media Group,Drama,"$7,801 ",851
620,I’ll Take Your Dead,7/5/2019,Breakthrough Ente…,Horror,"$7,692 ",839
621,Beloved Beast,10/11/2019,Indican Pictures,Horror,"$7,301 ",797
